region;Year;Medal;Season;medal_count;key;
Denmark;1976;Gold;Summer;1;Denmark|1976|Gold;
Denmark;1980;Bronze;Summer;2;Denmark|1980|Bronze;
Denmark;1980;Gold;Summer;2;Denmark|1980|Gold;
Denmark;1980;Silver;Summer;1;Denmark|1980|Silver;
Denmark;1984;Bronze;Summer;3;Denmark|1984|Bronze;
Denmark;1984;Silver;Summer;3;Denmark|1984|Silver;
Denmark;1988;Bronze;Summer;1;Denmark|1988|Bronze;
Denmark;1988;Gold;Summer;2;Denmark|1988|Gold;
Denmark;1988;Silver;Summer;1;Denmark|1988|Silver;
Denmark;1992;Bronze;Summer;4;Denmark|1992|Bronze;
Denmark;1992;Gold;Summer;1;Denmark|1992|Gold;
Denmark;1992;Silver;Summer;1;Denmark|1992|Silver;
Denmark;1996;Bronze;Summer;1;Denmark|1996|Bronze;
Denmark;1996;Gold;Summer;4;Denmark|1996|Gold;
Denmark;1996;Silver;Summer;1;Denmark|1996|Silver;
Denmark;1998;Silver;Winter;1;Denmark|1998|Silver;
Denmark;2000;Bronze;Summer;1;Denmark|2000|Bronze;
Denmark;2000;Gold;Summer;2;Denmark|2000|Gold;
Denmark;2000;Silver;Summer;3;Denmark|2000|Silver;
Denmark;2004;Bronze;Summer;5;Denmark|2004|Bronze;
Denmark;2004;Gold;Summer;2;Denmark|2004|Gold;
Denmark;2004;Silver;Summer;1;Denmark|2004|Silver;
Denmark;2008;Bronze;Summer;3;Denmark|2008|Bronze;
Denmark;2008;Gold;Summer;2;Denmark|2008|Gold;
Denmark;2008;Silver;Summer;2;Denmark|2008|Silver;
Denmark;2012;Bronze;Summer;3;Denmark|2012|Bronze;
Denmark;2012;Gold;Summer;2;Denmark|2012|Gold;
Denmark;2012;Silver;Summer;4;Denmark|2012|Silver;
Denmark;2016;Bronze;Summer;7;Denmark|2016|Bronze;
Denmark;2016;Gold;Summer;2;Denmark|2016|Gold;
Denmark;2016;Silver;Summer;6;Denmark|2016|Silver;
Djibouti;1988;Bronze;Summer;1;Djibouti|1988|Bronze;
Dominican Republic;1984;Bronze;Summer;1;Dominican Republic|1984|Bronze;
Dominican Republic;2004;Gold;Summer;1;Dominican Republic|2004|Gold;
Dominican Republic;2008;Gold;Summer;1;Dominican Republic|2008|Gold;
Dominican Republic;2008;Silver;Summer;1;Dominican Republic|2008|Silver;
Dominican Republic;2012;Gold;Summer;1;Dominican Republic|2012|Gold;
Dominican Republic;2012;Silver;Summer;1;Dominican Republic|2012|Silver;
Dominican Republic;2016;Bronze;Summer;1;Dominican Republic|2016|Bronze;
Ecuador;1996;Gold;Summer;1;Ecuador|1996|Gold;
Ecuador;2008;Silver;Summer;1;Ecuador|2008|Silver;
Egypt;1928;Bronze;Summer;1;Egypt|1928|Bronze;
Egypt;1928;Gold;Summer;2;Egypt|1928|Gold;
Egypt;1928;Silver;Summer;1;Egypt|1928|Silver;
Egypt;1936;Bronze;Summer;2;Egypt|1936|Bronze;
Egypt;1936;Gold;Summer;2;Egypt|1936|Gold;
Egypt;1936;Silver;Summer;1;Egypt|1936|Silver;
Egypt;1948;Bronze;Summer;1;Egypt|1948|Bronze;
Egypt;1948;Gold;Summer;2;Egypt|1948|Gold;
Egypt;1948;Silver;Summer;2;Egypt|1948|Silver;
Egypt;1952;Bronze;Summer;1;Egypt|1952|Bronze;
Egypt;1984;Silver;Summer;1;Egypt|1984|Silver;
Egypt;2004;Bronze;Summer;3;Egypt|2004|Bronze;
Egypt;2004;Gold;Summer;1;Egypt|2004|Gold;
Egypt;2004;Silver;Summer;1;Egypt|2004|Silver;
Egypt;2008;Bronze;Summer;1;Egypt|2008|Bronze;
Egypt;2012;Silver;Summer;2;Egypt|2012|Silver;
Egypt;2016;Bronze;Summer;3;Egypt|2016|Bronze;
Eritrea;2004;Bronze;Summer;1;Eritrea|2004|Bronze;
Estonia;1920;Gold;Summer;1;Estonia|1920|Gold;
Estonia;1920;Silver;Summer;2;Estonia|1920|Silver;
Estonia;1924;Bronze;Summer;4;Estonia|1924|Bronze;
Estonia;1924;Gold;Summer;1;Estonia|1924|Gold;
Estonia;1924;Silver;Summer;1;Estonia|1924|Silver;
Estonia;1928;Bronze;Summer;2;Estonia|1928|Bronze;
Estonia;1928;Gold;Summer;2;Estonia|1928|Gold;
Estonia;1928;Silver;Summer;1;Estonia|1928|Silver;
Estonia;1936;Bronze;Summer;3;Estonia|1936|Bronze;
Estonia;1936;Gold;Summer;2;Estonia|1936|Gold;
Estonia;1936;Silver;Summer;2;Estonia|1936|Silver;
Estonia;1992;Bronze;Summer;1;Estonia|1992|Bronze;
Estonia;1992;Gold;Summer;1;Estonia|1992|Gold;
Estonia;2000;Bronze;Summer;2;Estonia|2000|Bronze;
Estonia;2000;Gold;Summer;1;Estonia|2000|Gold;
Estonia;2002;Bronze;Winter;1;Estonia|2002|Bronze;
Estonia;2002;Gold;Winter;1;Estonia|2002|Gold;
Estonia;2002;Silver;Winter;1;Estonia|2002|Silver;
Estonia;2004;Bronze;Summer;2;Estonia|2004|Bronze;
Estonia;2004;Silver;Summer;1;Estonia|2004|Silver;
Estonia;2006;Gold;Winter;3;Estonia|2006|Gold;
Estonia;2008;Gold;Summer;1;Estonia|2008|Gold;
Estonia;2008;Silver;Summer;1;Estonia|2008|Silver;
Estonia;2010;Silver;Winter;1;Estonia|2010|Silver;
Estonia;2012;Bronze;Summer;1;Estonia|2012|Bronze;
Estonia;2012;Silver;Summer;1;Estonia|2012|Silver;
Estonia;2016;Bronze;Summer;1;Estonia|2016|Bronze;
Ethiopia;1960;Gold;Summer;1;Ethiopia|1960|Gold;
Ethiopia;1964;Gold;Summer;1;Ethiopia|1964|Gold;
Ethiopia;1968;Gold;Summer;1;Ethiopia|1968|Gold;
Ethiopia;1968;Silver;Summer;1;Ethiopia|1968|Silver;
Ethiopia;1972;Bronze;Summer;2;Ethiopia|1972|Bronze;
Ethiopia;1980;Bronze;Summer;2;Ethiopia|1980|Bronze;
Ethiopia;1980;Gold;Summer;2;Ethiopia|1980|Gold;
Ethiopia;1992;Bronze;Summer;2;Ethiopia|1992|Bronze;
Ethiopia;1992;Gold;Summer;1;Ethiopia|1992|Gold;
Ethiopia;1996;Bronze;Summer;1;Ethiopia|1996|Bronze;
Ethiopia;1996;Gold;Summer;2;Ethiopia|1996|Gold;
Ethiopia;2000;Bronze;Summer;3;Ethiopia|2000|Bronze;
Ethiopia;2000;Gold;Summer;4;Ethiopia|2000|Gold;
Ethiopia;2000;Silver;Summer;1;Ethiopia|2000|Silver;
Ethiopia;2004;Bronze;Summer;2;Ethiopia|2004|Bronze;
Ethiopia;2004;Gold;Summer;2;Ethiopia|2004|Gold;
Ethiopia;2004;Silver;Summer;3;Ethiopia|2004|Silver;
Ethiopia;2008;Bronze;Summer;2;Ethiopia|2008|Bronze;
Ethiopia;2008;Gold;Summer;4;Ethiopia|2008|Gold;
Ethiopia;2008;Silver;Summer;1;Ethiopia|2008|Silver;
Ethiopia;2012;Bronze;Summer;3;Ethiopia|2012|Bronze;
Ethiopia;2012;Gold;Summer;3;Ethiopia|2012|Gold;
Ethiopia;2012;Silver;Summer;1;Ethiopia|2012|Silver;
Ethiopia;2016;Bronze;Summer;5;Ethiopia|2016|Bronze;
Ethiopia;2016;Gold;Summer;1;Ethiopia|2016|Gold;
Ethiopia;2016;Silver;Summer;2;Ethiopia|2016|Silver;
Fiji;2016;Gold;Summer;1;Fiji|2016|Gold;
Finland;1906;Bronze;Summer;1;Finland|1906|Bronze;
Finland;1906;Gold;Summer;2;Finland|1906|Gold;
Finland;1906;Silver;Summer;1;Finland|1906|Silver;
Finland;1908;Bronze;Summer;3;Finland|1908|Bronze;
Finland;1908;Gold;Summer;1;Finland|1908|Gold;
Finland;1908;Silver;Summer;1;Finland|1908|Silver;
Finland;1912;Bronze;Summer;9;Finland|1912|Bronze;
Finland;1912;Gold;Summer;9;Finland|1912|Gold;
Finland;1912;Silver;Summer;8;Finland|1912|Silver;
Finland;1920;Bronze;Summer;9;Finland|1920|Bronze;
Finland;1920;Gold;Summer;15;Finland|1920|Gold;
Finland;1920;Silver;Summer;10;Finland|1920|Silver;
Finland;1924;Bronze;Summer;10;Finland|1924|Bronze;
Finland;1924;Bronze;Winter;3;Finland|1924|Bronze;
Finland;1924;Gold;Summer;14;Finland|1924|Gold;
Finland;1924;Gold;Winter;4;Finland|1924|Gold;
Finland;1924;Silver;Summer;13;Finland|1924|Silver;
Finland;1924;Silver;Winter;4;Finland|1924|Silver;
Finland;1928;Bronze;Summer;9;Finland|1928|Bronze;
Finland;1928;Bronze;Winter;1;Finland|1928|Bronze;
Finland;1928;Gold;Summer;8;Finland|1928|Gold;
Finland;1928;Gold;Winter;2;Finland|1928|Gold;
Finland;1928;Silver;Summer;8;Finland|1928|Silver;
Finland;1928;Silver;Winter;1;Finland|1928|Silver;
Finland;1932;Bronze;Summer;12;Finland|1932|Bronze;
Finland;1932;Bronze;Winter;1;Finland|1932|Bronze;
Finland;1932;Gold;Summer;5;Finland|1932|Gold;
Finland;1932;Gold;Winter;1;Finland|1932|Gold;
Finland;1932;Silver;Summer;8;Finland|1932|Silver;
Finland;1932;Silver;Winter;1;Finland|1932|Silver;
Finland;1936;Bronze;Summer;6;Finland|1936|Bronze;
Finland;1936;Bronze;Winter;3;Finland|1936|Bronze;
Finland;1936;Gold;Summer;8;Finland|1936|Gold;
Finland;1936;Gold;Winter;1;Finland|1936|Gold;
Finland;1936;Silver;Summer;6;Finland|1936|Silver;
Finland;1936;Silver;Winter;2;Finland|1936|Silver;
Finland;1948;Bronze;Summer;6;Finland|1948|Bronze;
Finland;1948;Bronze;Winter;2;Finland|1948|Bronze;
Finland;1948;Gold;Summer;8;Finland|1948|Gold;
Finland;1948;Gold;Winter;1;Finland|1948|Gold;
Finland;1948;Silver;Summer;8;Finland|1948|Silver;
Finland;1948;Silver;Winter;3;Finland|1948|Silver;
Finland;1952;Bronze;Summer;13;Finland|1952|Bronze;
Finland;1952;Bronze;Winter;2;Finland|1952|Bronze;
Finland;1952;Gold;Summer;6;Finland|1952|Gold;
Finland;1952;Gold;Winter;3;Finland|1952|Gold;
Finland;1952;Silver;Summer;3;Finland|1952|Silver;
Finland;1952;Silver;Winter;4;Finland|1952|Silver;
Finland;1956;Bronze;Summer;11;Finland|1956|Bronze;
Finland;1956;Bronze;Winter;1;Finland|1956|Bronze;
Finland;1956;Gold;Summer;3;Finland|1956|Gold;
Finland;1956;Gold;Winter;3;Finland|1956|Gold;
Finland;1956;Silver;Summer;1;Finland|1956|Silver;
Finland;1956;Silver;Winter;3;Finland|1956|Silver;
Finland;1960;Bronze;Summer;3;Finland|1960|Bronze;
Finland;1960;Bronze;Winter;3;Finland|1960|Bronze;
Finland;1960;Gold;Summer;1;Finland|1960|Gold;
Finland;1960;Gold;Winter;2;Finland|1960|Gold;
Finland;1960;Silver;Summer;1;Finland|1960|Silver;
Finland;1960;Silver;Winter;3;Finland|1960|Silver;
Finland;1964;Bronze;Summer;2;Finland|1964|Bronze;
Finland;1964;Bronze;Winter;3;Finland|1964|Bronze;
Finland;1964;Gold;Summer;3;Finland|1964|Gold;
Finland;1964;Gold;Winter;3;Finland|1964|Gold;
Finland;1964;Silver;Winter;4;Finland|1964|Silver;
Finland;1968;Bronze;Summer;1;Finland|1968|Bronze;
Finland;1968;Bronze;Winter;2;Finland|1968|Bronze;
Finland;1968;Gold;Summer;1;Finland|1968|Gold;
Finland;1968;Gold;Winter;1;Finland|1968|Gold;
Finland;1968;Silver;Summer;2;Finland|1968|Silver;
Finland;1968;Silver;Winter;2;Finland|1968|Silver;
Finland;1972;Bronze;Summer;4;Finland|1972|Bronze;
Finland;1972;Bronze;Winter;1;Finland|1972|Bronze;
Finland;1972;Gold;Summer;3;Finland|1972|Gold;
Finland;1972;Silver;Summer;1;Finland|1972|Silver;
Finland;1972;Silver;Winter;4;Finland|1972|Silver;
Finland;1976;Bronze;Winter;1;Finland|1976|Bronze;
Finland;1976;Gold;Summer;4;Finland|1976|Gold;
Finland;1976;Gold;Winter;2;Finland|1976|Gold;
Finland;1976;Silver;Summer;2;Finland|1976|Silver;
Finland;1976;Silver;Winter;4;Finland|1976|Silver;
Finland;1980;Bronze;Summer;4;Finland|1980|Bronze;
Finland;1980;Bronze;Winter;3;Finland|1980|Bronze;
Finland;1980;Gold;Summer;3;Finland|1980|Gold;
Finland;1980;Gold;Winter;1;Finland|1980|Gold;
Finland;1980;Silver;Summer;1;Finland|1980|Silver;
Finland;1980;Silver;Winter;5;Finland|1980|Silver;
Finland;1984;Bronze;Summer;6;Finland|1984|Bronze;
Finland;1984;Bronze;Winter;6;Finland|1984|Bronze;
Finland;1984;Gold;Summer;4;Finland|1984|Gold;
Finland;1984;Gold;Winter;4;Finland|1984|Gold;
Finland;1984;Silver;Summer;2;Finland|1984|Silver;
Finland;1984;Silver;Winter;3;Finland|1984|Silver;
Finland;1988;Bronze;Summer;2;Finland|1988|Bronze;
Finland;1988;Bronze;Winter;2;Finland|1988|Bronze;
Finland;1988;Gold;Summer;1;Finland|1988|Gold;
Finland;1988;Gold;Winter;4;Finland|1988|Gold;
Finland;1988;Silver;Summer;1;Finland|1988|Silver;
Finland;1988;Silver;Winter;1;Finland|1988|Silver;
Finland;1992;Bronze;Summer;2;Finland|1992|Bronze;
Finland;1992;Bronze;Winter;3;Finland|1992|Bronze;
Finland;1992;Gold;Summer;1;Finland|1992|Gold;
Finland;1992;Gold;Winter;3;Finland|1992|Gold;
Finland;1992;Silver;Summer;2;Finland|1992|Silver;
Finland;1992;Silver;Winter;1;Finland|1992|Silver;
Finland;1994;Bronze;Winter;5;Finland|1994|Bronze;
Finland;1994;Silver;Winter;1;Finland|1994|Silver;
Finland;1996;Bronze;Summer;1;Finland|1996|Bronze;
Finland;1996;Gold;Summer;1;Finland|1996|Gold;
Finland;1996;Silver;Summer;2;Finland|1996|Silver;
Finland;1998;Bronze;Winter;6;Finland|1998|Bronze;
Finland;1998;Gold;Winter;2;Finland|1998|Gold;
Finland;1998;Silver;Winter;4;Finland|1998|Silver;
Finland;2000;Bronze;Summer;1;Finland|2000|Bronze;
Finland;2000;Gold;Summer;2;Finland|2000|Gold;
Finland;2000;Silver;Summer;1;Finland|2000|Silver;
Finland;2002;Bronze;Winter;1;Finland|2002|Bronze;
Finland;2002;Gold;Winter;4;Finland|2002|Gold;
Finland;2002;Silver;Winter;2;Finland|2002|Silver;
Finland;2004;Silver;Summer;2;Finland|2004|Silver;
Finland;2006;Bronze;Winter;3;Finland|2006|Bronze;
Finland;2006;Silver;Winter;6;Finland|2006|Silver;
Finland;2008;Bronze;Summer;2;Finland|2008|Bronze;
Finland;2008;Gold;Summer;1;Finland|2008|Gold;
Finland;2008;Silver;Summer;1;Finland|2008|Silver;
Finland;2010;Bronze;Winter;4;Finland|2010|Bronze;
Finland;2010;Silver;Winter;1;Finland|2010|Silver;
Finland;2012;Bronze;Summer;2;Finland|2012|Bronze;
Finland;2012;Silver;Summer;1;Finland|2012|Silver;
Finland;2014;Bronze;Winter;1;Finland|2014|Bronze;
Finland;2014;Gold;Winter;1;Finland|2014|Gold;
Finland;2014;Silver;Winter;3;Finland|2014|Silver;
Finland;2016;Bronze;Summer;1;Finland|2016|Bronze;
France;1896;Bronze;Summer;2;France|1896|Bronze;
France;1896;Gold;Summer;5;France|1896|Gold;
France;1896;Silver;Summer;4;France|1896|Silver;
France;1900;Bronze;Summer;34;France|1900|Bronze;
France;1900;Gold;Summer;28;France|1900|Gold;
France;1900;Silver;Summer;40;France|1900|Silver;
France;1904;Silver;Summer;2;France|1904|Silver;
France;1906;Bronze;Summer;16;France|1906|Bronze;
France;1906;Gold;Summer;15;France|1906|Gold;
France;1906;Silver;Summer;10;France|1906|Silver;
France;1908;Bronze;Summer;9;France|1908|Bronze;
France;1908;Gold;Summer;5;France|1908|Gold;
France;1908;Silver;Summer;5;France|1908|Silver;
France;1912;Bronze;Summer;3;France|1912|Bronze;
France;1912;Gold;Summer;7;France|1912|Gold;
France;1912;Silver;Summer;5;France|1912|Silver;
France;1920;Bronze;Summer;13;France|1920|Bronze;
France;1920;Gold;Summer;9;France|1920|Gold;
France;1920;Silver;Summer;20;France|1920|Silver;
France;1924;Bronze;Summer;12;France|1924|Bronze;
France;1924;Bronze;Winter;3;France|1924|Bronze;
France;1924;Gold;Summer;14;France|1924|Gold;
France;1924;Silver;Summer;14;France|1924|Silver;
France;1928;Bronze;Summer;6;France|1928|Bronze;
France;1928;Gold;Summer;7;France|1928|Gold;
France;1928;Gold;Winter;1;France|1928|Gold;
France;1928;Silver;Summer;12;France|1928|Silver;
France;1932;Bronze;Summer;4;France|1932|Bronze;
France;1932;Gold;Summer;11;France|1932|Gold;
France;1932;Gold;Winter;1;France|1932|Gold;
France;1932;Silver;Summer;5;France|1932|Silver;
France;1936;Bronze;Summer;6;France|1936|Bronze;
France;1936;Bronze;Winter;1;France|1936|Bronze;
France;1936;Gold;Summer;7;France|1936|Gold;
France;1936;Silver;Summer;6;France|1936|Silver;
France;1948;Bronze;Summer;15;France|1948|Bronze;
France;1948;Bronze;Winter;2;France|1948|Bronze;
France;1948;Gold;Summer;11;France|1948|Gold;
France;1948;Gold;Winter;2;France|1948|Gold;
France;1948;Silver;Summer;6;France|1948|Silver;
France;1948;Silver;Winter;1;France|1948|Silver;
France;1952;Bronze;Summer;6;France|1952|Bronze;
France;1952;Bronze;Winter;1;France|1952|Bronze;
France;1952;Gold;Summer;6;France|1952|Gold;
France;1952;Silver;Summer;6;France|1952|Silver;
France;1956;Bronze;Summer;6;France|1956|Bronze;
France;1956;Gold;Summer;4;France|1956|Gold;
France;1956;Silver;Summer;4;France|1956|Silver;
France;1960;Bronze;Summer;3;France|1960|Bronze;
France;1960;Bronze;Winter;2;France|1960|Bronze;
France;1960;Gold;Winter;1;France|1960|Gold;
France;1960;Silver;Summer;2;France|1960|Silver;
France;1964;Bronze;Summer;6;France|1964|Bronze;
France;1964;Gold;Summer;1;France|1964|Gold;
France;1964;Gold;Winter;3;France|1964|Gold;
France;1964;Silver;Summer;8;France|1964|Silver;
France;1964;Silver;Winter;4;France|1964|Silver;
France;1968;Bronze;Summer;5;France|1968|Bronze;
France;1968;Bronze;Winter;2;France|1968|Bronze;
France;1968;Gold;Summer;7;France|1968|Gold;
France;1968;Gold;Winter;4;France|1968|Gold;
France;1968;Silver;Summer;3;France|1968|Silver;
France;1968;Silver;Winter;3;France|1968|Silver;
France;1972;Bronze;Summer;7;France|1972|Bronze;
France;1972;Bronze;Winter;2;France|1972|Bronze;
France;1972;Gold;Summer;2;France|1972|Gold;
France;1972;Silver;Summer;4;France|1972|Silver;
France;1972;Silver;Winter;1;France|1972|Silver;
France;1976;Bronze;Summer;4;France|1976|Bronze;
France;1976;Bronze;Winter;1;France|1976|Bronze;
France;1976;Gold;Summer;2;France|1976|Gold;
France;1976;Silver;Summer;3;France|1976|Silver;
France;1980;Bronze;Summer;3;France|1980|Bronze;
France;1980;Bronze;Winter;1;France|1980|Bronze;
France;1980;Gold;Summer;6;France|1980|Gold;
France;1980;Silver;Summer;5;France|1980|Silver;
France;1984;Bronze;Summer;16;France|1984|Bronze;
France;1984;Bronze;Winter;2;France|1984|Bronze;
France;1984;Gold;Summer;5;France|1984|Gold;
France;1984;Silver;Summer;7;France|1984|Silver;
France;1984;Silver;Winter;1;France|1984|Silver;
France;1988;Bronze;Summer;6;France|1988|Bronze;
France;1988;Bronze;Winter;1;France|1988|Bronze;
France;1988;Gold;Summer;6;France|1988|Gold;
France;1988;Gold;Winter;1;France|1988|Gold;
France;1988;Silver;Summer;4;France|1988|Silver;
France;1992;Bronze;Summer;16;France|1992|Bronze;
France;1992;Bronze;Winter;1;France|1992|Bronze;
France;1992;Gold;Summer;8;France|1992|Gold;
France;1992;Gold;Winter;3;France|1992|Gold;
France;1992;Silver;Summer;5;France|1992|Silver;
France;1992;Silver;Winter;5;France|1992|Silver;
France;1994;Bronze;Winter;4;France|1994|Bronze;
France;1994;Silver;Winter;1;France|1994|Silver;
France;1996;Bronze;Summer;15;France|1996|Bronze;
France;1996;Gold;Summer;15;France|1996|Gold;
France;1996;Silver;Summer;7;France|1996|Silver;
France;1998;Bronze;Winter;5;France|1998|Bronze;
France;1998;Gold;Winter;2;France|1998|Gold;
France;1998;Silver;Winter;1;France|1998|Silver;
France;2000;Bronze;Summer;11;France|2000|Bronze;
France;2000;Gold;Summer;13;France|2000|Gold;
France;2000;Silver;Summer;14;France|2000|Silver;
France;2002;Bronze;Winter;2;France|2002|Bronze;
France;2002;Gold;Winter;4;France|2002|Gold;
France;2002;Silver;Winter;5;France|2002|Silver;
France;2004;Bronze;Summer;13;France|2004|Bronze;
France;2004;Gold;Summer;11;France|2004|Gold;
France;2004;Silver;Summer;9;France|2004|Silver;
France;2006;Bronze;Winter;4;France|2006|Bronze;
France;2006;Gold;Winter;3;France|2006|Gold;
France;2006;Silver;Winter;2;France|2006|Silver;
France;2008;Bronze;Summer;18;France|2008|Bronze;
France;2008;Gold;Summer;7;France|2008|Gold;
France;2008;Silver;Summer;16;France|2008|Silver;
France;2010;Bronze;Winter;6;France|2010|Bronze;
France;2010;Gold;Winter;2;France|2010|Gold;
France;2010;Silver;Winter;3;France|2010|Silver;
France;2012;Bronze;Summer;13;France|2012|Bronze;
France;2012;Gold;Summer;11;France|2012|Gold;
France;2012;Silver;Summer;11;France|2012|Silver;
France;2014;Bronze;Winter;7;France|2014|Bronze;
France;2014;Gold;Winter;4;France|2014|Gold;
France;2014;Silver;Winter;4;France|2014|Silver;
France;2016;Bronze;Summer;14;France|2016|Bronze;
France;2016;Gold;Summer;10;France|2016|Gold;
France;2016;Silver;Summer;18;France|2016|Silver;
Gabon;2012;Silver;Summer;1;Gabon|2012|Silver;
Georgia;1996;Bronze;Summer;2;Georgia|1996|Bronze;
Georgia;2000;Bronze;Summer;6;Georgia|2000|Bronze;
Georgia;2004;Gold;Summer;2;Georgia|2004|Gold;
Georgia;2004;Silver;Summer;2;Georgia|2004|Silver;
Georgia;2008;Bronze;Summer;3;Georgia|2008|Bronze;
Georgia;2008;Gold;Summer;3;Georgia|2008|Gold;
Georgia;2012;Bronze;Summer;3;Georgia|2012|Bronze;
Georgia;2012;Gold;Summer;1;Georgia|2012|Gold;
Georgia;2012;Silver;Summer;3;Georgia|2012|Silver;
Georgia;2016;Bronze;Summer;4;Georgia|2016|Bronze;
Georgia;2016;Gold;Summer;2;Georgia|2016|Gold;
Georgia;2016;Silver;Summer;1;Georgia|2016|Silver;
Germany;1896;Bronze;Summer;2;Germany|1896|Bronze;
Germany;1896;Gold;Summer;7;Germany|1896|Gold;
Germany;1896;Silver;Summer;5;Germany|1896|Silver;
Germany;1900;Bronze;Summer;1;Germany|1900|Bronze;
Germany;1900;Gold;Summer;4;Germany|1900|Gold;
Germany;1900;Silver;Summer;3;Germany|1900|Silver;
Germany;1904;Bronze;Summer;7;Germany|1904|Bronze;
Germany;1904;Gold;Summer;4;Germany|1904|Gold;
Germany;1904;Silver;Summer;5;Germany|1904|Silver;
Germany;1906;Bronze;Summer;4;Germany|1906|Bronze;
Germany;1906;Gold;Summer;4;Germany|1906|Gold;
Germany;1906;Silver;Summer;6;Germany|1906|Silver;
Germany;1908;Bronze;Summer;5;Germany|1908|Bronze;
Germany;1908;Gold;Summer;3;Germany|1908|Gold;
Germany;1908;Silver;Summer;5;Germany|1908|Silver;
Germany;1912;Bronze;Summer;7;Germany|1912|Bronze;
Germany;1912;Gold;Summer;6;Germany|1912|Gold;
Germany;1912;Silver;Summer;13;Germany|1912|Silver;
Germany;1928;Bronze;Summer;19;Germany|1928|Bronze;
Germany;1928;Bronze;Winter;1;Germany|1928|Bronze;
Germany;1928;Gold;Summer;11;Germany|1928|Gold;
Germany;1928;Silver;Summer;9;Germany|1928|Silver;
Germany;1932;Bronze;Summer;7;Germany|1932|Bronze;
Germany;1932;Bronze;Winter;2;Germany|1932|Bronze;
Germany;1932;Gold;Summer;5;Germany|1932|Gold;
Germany;1932;Silver;Summer;12;Germany|1932|Silver;
Germany;1936;Bronze;Summer;32;Germany|1936|Bronze;
Germany;1936;Gold;Summer;38;Germany|1936|Gold;
Germany;1936;Gold;Winter;3;Germany|1936|Gold;
Germany;1936;Silver;Summer;31;Germany|1936|Silver;
Germany;1936;Silver;Winter;3;Germany|1936|Silver;
Germany;1952;Bronze;Summer;17;Germany|1952|Bronze;
Germany;1952;Bronze;Winter;2;Germany|1952|Bronze;
Germany;1952;Gold;Winter;3;Germany|1952|Gold;
Germany;1952;Silver;Summer;7;Germany|1952|Silver;
Germany;1952;Silver;Winter;2;Germany|1952|Silver;
Germany;1956;Bronze;Summer;7;Germany|1956|Bronze;
Germany;1956;Bronze;Winter;1;Germany|1956|Bronze;
Germany;1956;Gold;Summer;6;Germany|1956|Gold;
Germany;1956;Gold;Winter;1;Germany|1956|Gold;
Germany;1956;Silver;Summer;13;Germany|1956|Silver;
Germany;1960;Bronze;Summer;11;Germany|1960|Bronze;
Germany;1960;Bronze;Winter;1;Germany|1960|Bronze;
Germany;1960;Gold;Summer;12;Germany|1960|Gold;
Germany;1960;Gold;Winter;4;Germany|1960|Gold;
Germany;1960;Silver;Summer;19;Germany|1960|Silver;
Germany;1960;Silver;Winter;3;Germany|1960|Silver;
Germany;1964;Bronze;Summer;18;Germany|1964|Bronze;
Germany;1964;Bronze;Winter;3;Germany|1964|Bronze;
Germany;1964;Gold;Summer;10;Germany|1964|Gold;
Germany;1964;Gold;Winter;3;Germany|1964|Gold;
Germany;1964;Silver;Summer;22;Germany|1964|Silver;
Germany;1964;Silver;Winter;3;Germany|1964|Silver;
Germany;1968;Bronze;Summer;17;Germany|1968|Bronze;
Germany;1968;Bronze;Winter;5;Germany|1968|Bronze;
Germany;1968;Gold;Summer;14;Germany|1968|Gold;
Germany;1968;Gold;Winter;3;Germany|1968|Gold;
Germany;1968;Silver;Summer;20;Germany|1968|Silver;
Germany;1968;Silver;Winter;4;Germany|1968|Silver;
Germany;1972;Bronze;Summer;39;Germany|1972|Bronze;
Germany;1972;Bronze;Winter;8;Germany|1972|Bronze;
Germany;1972;Gold;Summer;33;Germany|1972|Gold;
Germany;1972;Gold;Winter;7;Germany|1972|Gold;
Germany;1972;Silver;Summer;34;Germany|1972|Silver;
Germany;1972;Silver;Winter;4;Germany|1972|Silver;
Germany;1976;Bronze;Summer;42;Germany|1976|Bronze;
Germany;1976;Bronze;Winter;10;Germany|1976|Bronze;
Germany;1976;Gold;Summer;50;Germany|1976|Gold;
Germany;1976;Gold;Winter;9;Germany|1976|Gold;
Germany;1976;Silver;Summer;37;Germany|1976|Silver;
Germany;1976;Silver;Winter;10;Germany|1976|Silver;
Germany;1980;Bronze;Summer;42;Germany|1980|Bronze;
Germany;1980;Bronze;Winter;10;Germany|1980|Bronze;
Germany;1980;Gold;Summer;47;Germany|1980|Gold;
Germany;1980;Gold;Winter;9;Germany|1980|Gold;
Germany;1980;Silver;Summer;37;Germany|1980|Silver;
Germany;1980;Silver;Winter;9;Germany|1980|Silver;
Germany;1984;Bronze;Summer;23;Germany|1984|Bronze;
Germany;1984;Bronze;Winter;7;Germany|1984|Bronze;
Germany;1984;Gold;Summer;17;Germany|1984|Gold;
Germany;1984;Gold;Winter;11;Germany|1984|Gold;
Germany;1984;Silver;Summer;19;Germany|1984|Silver;
Germany;1984;Silver;Winter;10;Germany|1984|Silver;
Germany;1988;Bronze;Summer;45;Germany|1988|Bronze;
Germany;1988;Bronze;Winter;8;Germany|1988|Bronze;
Germany;1988;Gold;Summer;48;Germany|1988|Gold;
Germany;1988;Gold;Winter;11;Germany|1988|Gold;
Germany;1988;Silver;Summer;49;Germany|1988|Silver;
